from_table,from_column,to_table,edge_kind,how,cross_schema,required
wallet.refund_policy,wallet_refund_credit_type_id,wallet.credit_type,reference,convention,,yes
wallet.restriction,wallet_id,wallet.wallet,reference,convention,,yes
wallet.shared_wallet,owner_principal_id,identity.principal,reference,convention,yes,yes
wallet.shared_wallet,wallet_id,wallet.wallet,reference,convention,,yes
wallet.shared_wallet_member,subject_id,pii.subject,reference,convention,yes,yes
wallet.wallet,subject_id,pii.subject,reference,declared,yes,yes
wallet.wallet,via transferWalletBalance,wallet.wallet_transaction,ambient,lineage,,
wallet.wallet_transaction,order_id,orders.sales_order,reference,declared,yes,yes
wallet.wallet_transaction,principal_id,identity.principal,reference,declared,yes,yes
wallet.wallet_transaction,subject_id,wallet.wallet,child,declared,,yes
wallet.wallet_transaction,venue_id,platform.org_unit,reference,declared,yes,yes
whitelabel.banner,tenant_config_id,whitelabel.tenant_config,reference,declared,,yes
whitelabel.config_version,published_by_principal_id,identity.principal,reference,declared,yes,yes
whitelabel.custom_domain,tenant_id,platform.tenant,reference,convention,yes,yes
whitelabel.faq_entry,faq_category_id,whitelabel.faq_category,reference,declared,,yes
whitelabel.feature_toggle,tenant_config_id,whitelabel.tenant_config,reference,declared,,yes
whitelabel.homepage_section,content_page_id,whitelabel.content_page,reference,declared,,yes
whitelabel.homepage_section,homepage_section_id,whitelabel.homepage_section,reference,declared,,yes
whitelabel.module_enablement,tenant_config_id,whitelabel.tenant_config,reference,declared,,yes
whitelabel.navigation_item,navigation_item_id,whitelabel.navigation_item,reference,declared,,yes
whitelabel.policy,published_by_principal_id,identity.principal,reference,declared,yes,yes
whitelabel.promo_block,promotion_id,promotions.promotion,reference,declared,yes,yes
whitelabel.tenant_config,footer,control.footer_config,reference,declared,yes,yes
whitelabel.tenant_config,homepage,whitelabel.homepage_section,reference,declared,,yes
whitelabel.tenant_config,navigation,whitelabel.navigation_item,reference,declared,,yes
whitelabel.tenant_config,tenant_id,platform.tenant,reference,declared,yes,yes
workforce.announcement,published_by_principal_id,identity.principal,reference,convention,yes,yes
workforce.announcement,venue_id,platform.org_unit,reference,declared,yes,yes
workforce.announcement,via publishAnnouncement,workforce.announcement_receipt,ambient,lineage,,
workforce.announcement_receipt,announcement_id,workforce.announcement,child,declared,,yes
workforce.announcement_receipt,principal_id,identity.principal,reference,declared,yes,yes
workforce.attendance,access_point_id,access.access_point,reference,declared,yes,yes
workforce.attendance,amended_by_principal_id,identity.principal,reference,convention,yes,yes
workforce.attendance,assignment_id,workforce.rota_assignment,reference,declared,,yes
workforce.attendance,principal_id,identity.principal,reference,declared,yes,yes
workforce.leave_request,approval_request_id,approvals.request,reference,convention,yes,yes
workforce.leave_request,principal_id,identity.principal,reference,convention,yes,yes
workforce.open_shift,rota_assignment_id,workforce.rota_assignment,reference,convention,,yes
workforce.open_shift,shift_template_id,workforce.shift_template,reference,convention,,yes
workforce.rota_assignment,principal_id,identity.principal,reference,declared,yes,yes
workforce.rota_assignment,required_role_id,identity.role,reference,convention,yes,yes
workforce.rota_assignment,venue_id,platform.org_unit,reference,declared,yes,yes
workforce.rota_assignment,workstation_id,platform.workstation,reference,declared,yes,yes
workforce.shift_swap,approval_request_id,approvals.request,reference,declared,yes,yes
workforce.shift_swap,assignment_id,workforce.rota_assignment,reference,declared,,yes
workforce.shift_swap,from_principal_id,identity.principal,reference,convention,yes,yes
workforce.shift_swap,to_principal_id,identity.principal,reference,convention,yes,yes
workforce.training_record,principal_id,identity.principal,reference,convention,yes,yes
